ENA_ID	Assembler	trimmed_reads	reads_map_ref	reads_map_assembly	ref_bases	ref_sequences	ref_bases_assembled	ref_sequences_assembled	ref_sequences_assembled_ok	ref_bases_assembler_missed	assembly_bases	assembly_bases_in_ref	assembly_contigs	assembly_contigs_hit_ref	assembly_bases_reads_disagree	assembly_sum_longest_match_each_segment	cds_number	cds_assembled	cds_assembled_ok	gage_Missing_Reference_Bases	gage_Missing_Assembly_Bases	gage_Missing_Assembly_Contigs	gage_Duplicated_Reference_Bases	gage_Compressed_Reference_Bases	gage_Bad_Trim	gage_Avg_Idy	gage_SNPs	gage_Indels_<_5bp	gage_Indels_>=_5	gage_Inversions	gage_Relocation	gage_Translocation	ratt_elements_found	ratt_elements_transferred	ratt_elements_transferred_partially	ratt_elements_split	ratt_parts_of_elements_not_transferred	ratt_elements_not_transferred	ratt_gene_models_to_transfer	ratt_gene_models_transferred	ratt_gene_models_transferred_partially	ratt_exons_not_transferred_from_partial_matches	ratt_gene_models_not_transferred
ERR732280	Inchworm	829244	793728	820053	13578	8	13574	8	0	0	429571	28893	4440	76	163	13633	10	10	0	4	408424	4425	7273	0	858	98.74	163	0	0	0	0	0	33	33	0	0	0	0	10	10	0	0	0
ERR732280	Trinity	829244	793742	817647	13578	8	13571	8	3	3	105501	19481	290	19	90	13103	10	10	3	7	86020	271	5903	0	805	98.76	168	0	0	0	0	0	33	33	0	0	0	0	10	10	0	0	0
ERR732280	VICUNA.80	829244	793784	791441	13578	8	12527	6	1	1047	24867	19414	48	36	22	9840	10	8	1	1051	5233	12	6300	0	717	98.8	146	1	0	0	0	0	33	31	0	2	2	2	10	10	0	0	0
ERR732280	VICUNA.90	829244	793842	782568	13578	8	12771	7	1	803	25461	20469	47	36	11	10447	10	9	1	807	4911	11	7022	0	680	98.74	147	0	0	0	0	0	33	32	0	2	1	1	10	10	0	0	0
ERR732283	IVA	778084	728324	756572	13322	8	13322	8	6	0	27321	13914	35	10	2	13427	12	12	7	0	13318	25	686	0	299	99.5	66	0	0	0	0	0	43	43	0	0	0	0	12	12	0	0	0
ERR732283	IVA.c5r2	778084	728332	761187	13322	8	13322	8	6	0	27194	13914	30	10	3	13612	12	12	7	0	13191	20	686	0	445	99.5	66	0	0	0	0	0	43	43	0	0	0	0	12	12	0	0	0
ERR732283	PRICE	778084	728316	764920	13322	8	13297	8	0	25	59396	35924	105	89	94	13888	12	12	0	25	23560	17	21470	0	16462	99.51	61	0	0	0	0	0	43	42	0	0	1	1	12	12	0	0	0
ERR732283	Inchworm	778084	728334	770253	13322	8	13322	8	0	0	388760	27593	4207	99	97	13320	12	12	0	0	371782	4194	3584	0	2040	99.48	64	0	0	0	0	0	43	43	0	0	0	0	12	12	0	0	0
ERR732283	Trinity	778084	728258	760414	13322	8	13322	8	2	0	83629	17490	153	20	92	13159	12	12	3	0	66050	133	4217	0	2172	99.51	66	0	0	0	0	0	43	41	2	0	2	0	12	10	2	2	0
ERR732283	VICUNA.80	778084	728442	760389	13322	8	12848	7	0	474	36751	18563	61	29	10	11929	12	10	0	474	18188	32	5457	0	1163	99.48	61	0	0	0	0	0	43	43	0	5	0	0	12	12	0	0	0
ERR732283	VICUNA.90	778084	728321	681969	13322	8	12707	7	1	615	38209	20252	70	36	55	10202	12	11	1	615	17957	34	6730	0	1110	99.47	61	0	0	0	0	0	43	42	1	1	1	0	12	11	1	1	0
ERR732282	IVA	967668	880575	921318	13378	8	13374	8	4	4	21295	18149	23	20	10	13504	12	12	4	4	2884	3	4904	0	1500	98.49	196	0	0	0	0	0	43	43	0	0	0	0	12	12	0	0	0
ERR732282	IVA.c5r2	967668	880414	926143	13378	8	13378	8	5	0	26548	18478	25	20	79	13578	12	12	5	0	7931	5	5082	0	1950	98.49	196	0	0	0	0	0	43	43	0	0	0	0	12	12	0	0	0
ERR732282	PRICE	967668	880442	930184	13378	8	13251	8	2	127	56926	35431	136	107	156	11930	12	12	2	127	24580	45	17542	0	13230	98.35	172	0	0	0	0	0	43	43	0	0	0	0	12	12	0	0	0
ERR732282	Inchworm	967668	880308	948074	13378	8	13375	8	0	3	2171603	26943	20859	75	5132	12930	12	12	0	3	2152314	20846	5893	0	562	98.51	200	0	0	0	0	0	43	43	0	0	0	0	12	12	0	0	0
ERR732282	Trinity	967668	880311	921436	13378	8	13375	8	4	3	419182	19631	1527	23	2632	12381	12	12	4	3	399461	1504	6274	0	954	98.51	200	0	0	0	0	0	43	42	1	0	1	0	12	11	1	1	0
ERR732282	VICUNA.80	967668	880458	893316	13378	8	13054	7	2	324	29563	23725	62	50	42	10160	12	10	2	401	6144	12	8925	0	1937	98.43	170	6	0	0	0	0	43	40	1	0	3	2	12	10	1	1	1
ERR732282	VICUNA.90	967668	880393	881564	13378	8	12303	6	0	1075	27201	21616	58	46	40	9044	12	8	0	1154	5778	12	7429	0	1573	98.42	159	5	1	0	0	0	43	38	1	0	5	4	12	9	1	1	2
ERR732285	IVA	813068	788533	784415	13417	8	13414	8	6	3	16111	15248	14	12	4	12916	11	11	7	3	1010	2	1096	0	242	99.84	17	1	0	0	0	0	49	49	0	0	0	0	11	11	0	0	0
ERR732285	IVA.c5r2	813068	788507	790607	13417	8	13415	8	6	2	16835	15442	14	12	1	13315	11	11	7	2	1540	2	1170	0	640	99.85	17	1	0	0	0	0	49	49	0	0	0	0	11	11	0	0	0
ERR732285	PRICE	813068	788459	808133	13417	8	13417	8	1	0	50018	34361	78	75	45	13825	11	11	1	0	16770	8	18981	0	14669	99.76	17	1	0	0	0	0	49	49	0	0	0	0	11	11	0	0	0
ERR732285	Inchworm	813068	788356	804474	13417	8	13417	8	0	0	341258	30029	4013	104	74	13473	11	11	0	0	322209	3997	5168	0	840	99.84	18	1	0	0	0	0	49	49	0	0	0	0	11	11	0	0	0
ERR732285	Trinity	813068	788437	802829	13417	8	13408	8	3	9	52679	23979	102	28	50	13068	11	11	3	9	28621	74	10652	0	1403	99.84	19	1	0	0	0	0	49	47	1	0	2	1	11	10	1	1	0
ERR732285	VICUNA.80	813068	788674	787977	13417	8	12881	7	0	536	24976	22493	48	45	68	10040	11	10	0	581	2518	3	8307	0	1097	99.83	17	2	0	0	0	0	49	47	2	0	2	0	11	10	1	1	0
ERR732285	VICUNA.90	813068	788445	758538	13417	8	12104	6	2	1313	21350	19046	44	41	68	8395	11	9	2	1358	2240	3	5724	0	819	99.81	17	2	0	0	0	0	49	41	2	0	15	6	11	9	1	1	1
ERR732284	IVA	780880	769499	774767	13392	8	13388	8	6	1	15276	14468	12	10	1	12659	12	12	7	4	808	2	224	0	39	98.1	245	0	0	0	0	0	43	41	0	0	2	2	12	11	0	0	1
ERR732284	IVA.c5r2	780880	769588	770456	13392	8	13388	8	6	1	15609	14546	12	10	3	12979	12	12	7	4	1063	2	559	0	213	98.09	250	0	0	0	0	0	43	41	0	0	2	2	12	11	0	0	1
ERR732284	PRICE	780880	769634	774054	13392	8	13139	7	1	250	38614	27450	50	49	29	15380	12	11	1	253	11602	3	13523	0	10734	97.87	258	6	0	0	0	0	43	43	0	0	0	0	12	12	0	0	0
ERR732284	Inchworm	780880	769572	776044	13392	8	13388	8	0	1	355780	25986	4380	90	64	12861	12	12	0	4	339560	4367	2764	0	550	98.05	256	0	0	0	0	0	43	41	0	0	2	2	12	11	0	0	1
ERR732284	Trinity	780880	769524	769084	13392	8	13388	8	5	1	33308	15174	62	11	22	13075	12	12	5	4	18134	51	1770	0	549	98.07	259	0	0	0	0	0	43	43	0	0	0	0	12	12	0	0	0
ERR732284	VICUNA.80	780880	769535	752743	13392	8	12829	8	5	560	17924	15721	23	19	1	12151	12	11	6	563	2203	4	2430	0	737	98.13	237	0	0	0	0	0	43	41	0	0	2	2	12	11	0	0	1
ERR732284	VICUNA.90	780880	769551	748559	13392	8	12939	8	2	450	21362	19112	36	32	1	10019	12	11	3	453	2250	4	5020	0	784	98.14	228	0	0	0	0	0	43	42	1	6	1	0	12	11	1	1	0
ERR732360	IVA	528450	505363	507375	13322	8	12346	7	5	0	15021	13424	11	10	1	12061	12	11	6	976	1597	1	0	0	189	99.52	51	0	1	0	0	0	43	43	0	0	0	0	12	12	0	0	0
ERR732360	IVA.c5r2	528450	505646	509769	13322	8	12346	7	5	0	15254	13642	11	10	1	12178	12	11	6	976	1612	1	0	0	204	99.51	49	0	1	0	0	0	43	43	0	0	0	0	12	12	0	0	0
ERR732360	PRICE	528450	505461	524195	13322	8	12257	7	1	89	43912	27296	72	63	36	14540	12	11	2	1065	16649	8	14653	0	14649	99.19	67	3	2	0	0	0	43	43	0	0	0	0	12	12	0	0	0
ERR732360	Inchworm	528450	505458	518990	13322	8	12808	7	0	0	369514	32474	4473	139	65	9730	12	11	0	514	351487	4447	4764	0	1099	99.47	61	2	0	0	0	0	43	43	0	4	0	0	12	12	0	0	0
ERR732360	Trinity	528450	505470	516803	13322	8	12622	7	2	0	34723	17079	71	24	10	10316	12	11	3	700	17490	47	4455	0	1162	99.5	58	2	0	0	0	0	43	42	1	0	1	0	12	11	1	1	0
ERR732360	VICUNA.80	528450	505529	517636	13322	8	12158	7	2	188	19605	17271	27	26	3	11462	12	11	3	1164	2373	1	4235	0	938	99.5	53	0	1	0	0	0	43	43	0	0	0	0	12	12	0	0	0
ERR732360	VICUNA.90	528450	505334	494844	13322	8	11697	5	1	649	22674	20163	41	40	4	8912	12	9	2	1625	2611	1	6796	0	1176	99.46	49	0	1	0	0	0	43	43	0	5	0	0	12	12	0	0	0
ERR732361	IVA	696958	686904	686878	13417	8	13414	8	8	3	13432	13415	8	8	0	13432	11	11	9	3	17	0	0	0	17	99.76	31	1	0	0	0	0	49	49	0	0	0	0	11	11	0	0	0
ERR732361	IVA.c5r2	696958	686935	683789	13417	8	13414	8	8	3	13533	13415	8	8	0	13533	11	11	9	3	118	0	0	0	118	99.76	31	1	0	0	0	0	49	49	0	0	0	0	11	11	0	0	0
ERR732361	PRICE	696958	686910	692076	13417	8	13417	8	0	0	54277	37291	89	87	65	14168	11	11	0	0	17512	4	21504	0	16821	99.71	29	1	0	0	0	0	49	49	0	0	0	0	11	11	0	0	0
ERR732361	Inchworm	696958	686805	693558	13417	8	13417	8	0	0	473431	35085	5355	136	192	14231	11	11	0	0	453828	5342	5836	0	1068	99.77	31	1	0	0	0	0	49	49	0	0	0	0	11	11	0	0	0
ERR732361	Trinity	696958	686938	684037	13417	8	13417	8	6	0	64004	14676	191	10	262	13326	11	11	7	0	49328	181	1244	0	412	99.76	31	1	0	0	0	0	49	47	1	0	2	1	11	10	1	1	0
ERR732361	VICUNA.80	696958	686866	681189	13417	8	13205	8	1	212	20830	19821	32	32	1	11957	11	11	1	212	821	0	6638	0	821	99.77	30	1	0	0	0	0	49	47	0	0	2	2	11	11	0	0	0
ERR732361	VICUNA.90	696958	686859	681119	13417	8	13257	8	2	160	20559	19554	33	33	5	11836	11	11	2	160	817	0	5738	0	817	99.77	29	1	0	0	0	0	49	49	0	4	0	0	11	11	0	0	0
ERR732323	IVA	791788	733575	761655	13322	8	13288	8	3	34	24308	17205	28	18	5	11692	12	12	3	34	7237	10	3063	0	688	99.49	63	0	0	0	0	0	43	41	0	0	2	2	12	11	0	0	1
ERR732323	IVA.c5r2	791788	733532	769949	13322	8	13322	8	3	0	25243	17240	25	16	18	13136	12	12	3	0	8137	9	3538	0	1238	99.5	68	0	0	0	0	0	43	43	0	0	0	0	12	12	0	0	0
ERR732323	PRICE	791788	733475	767450	13322	8	10892	6	1	2430	100806	55522	250	218	81	10698	12	10	1	2443	47821	51	40889	0	32998	99.51	44	0	2	0	0	0	43	36	0	0	7	7	12	11	0	0	1
ERR732323	Inchworm	791788	733394	756068	13322	8	13198	8	0	124	548862	35552	6597	157	227	10418	12	12	0	78	529823	6569	5314	0	869	99.43	69	0	1	0	0	0	43	40	0	0	3	3	12	11	0	0	1
ERR732323	Trinity	791788	733502	776486	13322	8	11632	7	2	1690	58679	24919	109	29	106	11684	12	11	2	1690	33918	80	13121	0	1808	99.48	61	0	1	0	0	0	43	38	1	0	5	4	12	10	1	1	1
ERR732323	VICUNA.80	791788	733354	768150	13322	8	12173	6	0	1149	32878	24012	63	49	28	8543	12	9	0	1160	8767	13	10274	0	1920	99.45	62	0	1	0	0	0	43	36	1	4	7	6	12	9	1	1	2
ERR732323	VICUNA.90	791788	733419	756966	13322	8	11895	5	1	1427	32447	24418	69	57	14	7493	12	8	1	1452	7848	11	11723	0	1888	99.42	61	0	0	0	0	0	43	37	1	8	6	5	12	10	1	1	1
ERR732321	IVA	863306	834310	841256	13417	8	13416	8	5	1	15553	15191	11	11	0	12738	11	11	5	1	362	0	734	0	362	99.88	16	1	0	0	0	0	49	49	0	0	0	0	11	11	0	0	0
ERR732321	IVA.c5r2	863306	834371	831406	13417	8	13414	8	6	3	14844	14439	10	10	1	13175	11	11	6	3	405	0	583	0	405	99.87	15	1	0	0	0	0	49	49	0	0	0	0	11	11	0	0	0
ERR732321	PRICE	863306	834185	832066	13417	8	10394	5	0	3023	97202	54789	250	216	57	9385	11	7	0	3031	45001	50	40654	0	31528	99.82	14	1	1	0	0	0	49	40	0	5	11	9	11	9	0	0	2
ERR732321	Inchworm	863306	834436	848459	13417	8	13417	8	0	0	575540	47352	7036	213	84	11284	11	11	0	0	552268	7014	9495	0	1098	99.83	16	1	0	0	0	0	49	47	0	0	2	2	11	11	0	0	0
ERR732321	Trinity	863306	834496	847291	13417	8	13417	8	3	0	30577	17719	58	17	2	11733	11	11	3	0	13005	42	4058	0	575	99.87	16	1	0	0	0	0	49	46	2	0	3	1	11	10	1	1	0
ERR732321	VICUNA.80	863306	834393	851630	13417	8	13016	7	0	401	24989	23305	41	40	2	11483	11	10	0	401	1684	1	9757	0	1341	99.86	15	1	0	0	0	0	49	49	0	0	0	0	11	11	0	0	0
ERR732321	VICUNA.90	863306	834331	852225	13417	8	13067	8	0	350	23039	21571	39	38	3	9811	11	11	0	350	1396	1	7574	0	1053	99.86	14	1	0	0	0	0	49	48	1	0	2	0	11	11	0	0	0
ERR732328	IVA	738138	720064	719269	13627	8	13447	8	6	180	15563	13908	13	10	2	13526	12	12	7	180	1353	3	642	0	190	98.5	197	0	0	0	0	0	35	35	0	0	0	0	12	12	0	0	0
ERR732328	IVA.c5r2	738138	720139	721050	13627	8	13448	8	6	179	17350	13909	17	10	1	13616	12	12	7	179	2989	7	918	0	259	98.51	199	0	0	0	0	0	35	35	0	0	0	0	12	12	0	0	0
ERR732328	PRICE	738138	720064	725319	13627	8	13557	8	0	70	75688	46805	129	120	85	12033	12	12	0	79	29709	13	30269	0	25672	98.07	177	5	1	0	0	0	35	33	1	6	2	1	12	11	1	1	0
ERR732328	Inchworm	738138	720117	731712	13627	8	13627	8	0	0	570040	37723	6215	136	152	13955	12	12	0	0	547868	6201	8546	0	622	98.47	199	1	0	0	0	0	35	35	0	0	0	0	12	12	0	0	0
ERR732328	Trinity	738138	720078	724605	13627	8	13627	8	5	0	104427	18419	275	14	164	13380	12	12	6	0	85941	262	4838	0	283	98.48	199	1	0	0	0	0	35	34	1	0	1	0	12	11	1	1	0
ERR732328	VICUNA.80	738138	720116	725630	13627	8	13581	8	3	46	24998	17291	38	22	8	12680	12	12	3	46	7741	16	2953	0	807	98.45	187	6	0	0	0	0	35	35	0	0	0	0	12	12	0	0	0
ERR732328	VICUNA.90	738138	720100	709590	13627	8	13001	7	2	626	24405	16623	39	23	9	11819	12	10	2	626	7816	16	3035	0	599	98.47	187	1	0	0	0	0	35	30	0	0	6	5	12	10	0	0	2
ERR732368	IVA	754792	745876	744946	13393	8	13390	8	8	3	13868	13390	9	8	4	13428	12	12	10	3	478	1	0	0	38	98.2	241	0	0	0	0	0	43	43	0	0	0	0	12	12	0	0	0
ERR732368	IVA.c5r2	754792	745939	740271	13393	8	13390	8	7	3	15386	13580	12	9	0	13530	12	12	9	3	1806	3	190	0	461	98.2	241	0	0	0	0	0	43	43	0	0	0	0	12	12	0	0	0
ERR732368	PRICE	754792	745903	748959	13393	8	13390	8	0	3	65256	44181	99	92	53	15419	12	12	0	3	21230	8	29812	0	19042	98.15	228	0	0	0	0	0	43	43	0	6	0	0	12	12	0	0	0
ERR732368	Inchworm	754792	745926	751268	13393	8	13390	8	0	3	467507	27168	5472	99	160	13867	12	12	0	3	451138	5460	2979	0	505	98.2	241	0	0	0	0	0	43	43	0	0	0	0	12	12	0	0	0
ERR732368	Trinity	754792	745904	743367	13393	8	13390	8	7	3	57562	13412	160	9	158	13380	12	12	9	3	44150	151	0	0	466	98.2	240	0	0	0	0	0	43	42	1	0	1	0	12	11	1	1	0
ERR732368	VICUNA.80	754792	745905	690832	13393	8	12281	4	2	1112	17089	15071	28	24	1	9547	12	7	3	1026	1932	4	2129	0	455	98.2	204	0	0	0	0	0	43	42	0	1	1	1	12	12	0	0	0
ERR732368	VICUNA.90	754792	745935	664837	13393	8	11685	5	0	1708	20416	18579	41	38	8	7992	12	8	0	1624	1751	3	5154	0	613	98.2	178	1	0	0	0	0	43	35	1	5	8	7	12	9	1	1	2
ERR732369	IVA	412180	333906	369175	13322	8	13322	8	8	0	18959	13322	22	8	17	13428	12	12	10	0	5637	14	0	0	106	99.46	72	0	0	0	0	0	43	43	0	0	0	0	12	12	0	0	0
ERR732369	IVA.c5r2	412180	333906	375631	13322	8	13322	8	7	0	24315	13665	35	9	35	13428	12	12	8	0	10650	26	347	0	146	99.46	72	0	0	0	0	0	43	43	0	0	0	0	12	12	0	0	0
ERR732369	PRICE	412180	333934	371558	13322	8	13303	8	4	19	40768	20291	67	28	72	13475	12	12	5	19	20591	42	5120	0	6296	99.3	63	0	0	0	0	0	43	41	0	0	2	2	12	11	0	0	1
ERR732369	Inchworm	412180	333928	406644	13322	8	13322	8	0	0	517535	27910	4278	107	322	13913	12	12	0	0	501313	4267	2900	0	669	99.46	72	0	0	0	0	0	43	43	0	0	0	0	12	12	0	0	0
ERR732369	Trinity	412180	333922	401953	13322	8	13298	8	6	24	216195	14120	582	10	291	13721	12	12	7	24	202075	572	827	0	569	99.46	72	0	0	0	0	0	43	43	0	0	0	0	12	12	0	0	0
ERR732369	VICUNA.80	412180	333932	377619	13322	8	13214	8	3	108	47203	17323	98	21	69	13124	12	12	3	108	29753	77	3550	0	997	99.46	69	1	0	0	0	0	43	43	0	0	0	0	12	12	0	0	0
ERR732369	VICUNA.90	412180	333947	358330	13322	8	12363	6	2	959	44222	16312	98	24	42	11054	12	11	3	959	27993	74	3038	0	784	99.45	61	1	0	0	0	0	43	42	0	0	1	1	12	12	0	0	0
ERR732265	IVA	786384	706296	772947	13322	8	13322	8	4	0	17033	15544	17	15	0	13345	12	12	6	0	1287	2	2182	0	462	99.48	66	0	0	0	0	0	43	43	0	0	0	0	12	12	0	0	0
ERR732265	IVA.c5r2	786384	706172	770137	13322	8	13322	8	4	0	17108	15126	16	14	2	13810	12	12	6	0	1780	2	2009	0	874	99.48	69	0	0	0	0	0	43	43	0	0	0	0	12	12	0	0	0
ERR732265	PRICE	786384	706347	782251	13322	8	13322	8	0	0	69814	40988	121	91	70	14064	12	12	0	0	28536	31	27153	0	18415	99.42	66	1	0	0	0	0	43	43	0	0	0	0	12	12	0	0	0
ERR732265	Inchworm	786384	706307	773654	13322	8	13322	8	0	0	346724	25251	4241	103	84	13077	12	12	0	0	332208	4227	1104	0	1032	99.49	68	0	0	0	0	0	43	43	0	0	0	0	12	12	0	0	0
ERR732265	Trinity	786384	706226	768886	13322	8	13322	8	3	0	39315	19319	74	23	15	13071	12	12	3	0	19812	51	6146	0	1446	99.49	68	0	0	0	0	0	43	42	1	0	1	0	12	11	1	1	0
ERR732265	VICUNA.80	786384	706255	720479	13322	8	12405	5	2	917	17831	16245	27	26	18	10379	12	9	2	917	1456	1	2848	0	1102	99.45	58	3	0	0	0	0	43	41	0	0	2	2	12	11	0	0	1
ERR732265	VICUNA.90	786384	706413	727979	13322	8	12530	6	2	792	19279	17268	31	30	24	10258	12	10	2	792	1616	1	3980	0	1145	99.48	61	0	0	0	0	0	43	41	0	0	2	2	12	11	0	0	1
ERR732362	IVA	660630	615831	647738	13322	8	13322	8	5	0	19411	16365	21	17	0	12990	12	12	6	0	2641	4	2823	0	846	99.48	70	0	0	0	0	0	43	43	0	0	0	0	12	12	0	0	0
ERR732362	IVA.c5r2	660630	615920	649779	13322	8	13322	8	5	0	20797	17560	22	18	8	13203	12	12	6	0	3253	4	3547	0	1154	99.49	70	0	0	0	0	0	43	43	0	0	0	0	12	12	0	0	0
ERR732362	PRICE	660630	615887	656017	13322	8	13322	8	0	0	95856	57093	157	142	120	14397	12	12	0	0	38847	20	42991	0	34722	99.3	72	0	0	0	0	0	43	43	0	0	0	0	12	12	0	0	0
ERR732362	Inchworm	660630	616076	648542	13322	8	13250	8	0	72	407870	33183	4925	127	120	11617	12	11	0	13	388492	4905	5860	0	1346	99.47	69	0	1	0	0	0	43	43	0	0	0	0	12	12	0	0	0
ERR732362	Trinity	660630	615904	641086	13322	8	12080	7	4	1242	38524	16866	76	21	15	11705	12	10	4	1247	21607	55	4805	0	1266	99.48	63	0	1	0	0	0	43	40	1	0	4	2	12	10	1	1	1
ERR732362	VICUNA.80	660630	615958	621831	13322	8	12798	7	1	524	24231	19872	40	34	5	10168	12	11	1	525	3975	5	6633	0	1643	99.46	67	2	1	0	0	0	43	41	0	0	2	2	12	11	0	0	1
ERR732362	VICUNA.90	660630	615862	600918	13322	8	12279	6	1	1043	20807	17370	38	33	3	9212	12	10	1	980	2939	4	4698	0	1024	99.47	63	1	1	0	0	0	43	41	0	0	2	2	12	11	0	0	1
ERR732264	IVA	854786	848921	848875	13417	8	13414	8	8	3	13432	13415	8	8	0	13432	11	11	9	3	17	0	0	0	17	98.88	149	1	0	0	0	0	49	49	0	0	0	0	11	11	0	0	0
ERR732264	IVA.c5r2	854786	848941	841779	13417	8	13414	8	8	3	13533	13415	8	8	0	13533	11	11	9	3	118	0	0	0	118	98.88	149	1	0	0	0	0	49	49	0	0	0	0	11	11	0	0	0
ERR732264	PRICE	854786	848846	849587	13417	8	13343	8	1	74	45523	31119	73	70	18	13298	11	11	1	74	16045	9	14252	0	13106	98.81	125	1	0	0	0	0	49	48	1	5	1	0	11	11	0	0	0
ERR732264	Inchworm	854786	848890	850947	13417	8	13417	8	0	0	339395	32585	4165	99	39	13659	11	11	0	0	316632	4144	9289	0	782	98.87	149	1	0	0	0	0	49	49	0	0	0	0	11	11	0	0	0
ERR732264	Trinity	854786	848859	844896	13417	8	13410	8	5	7	26584	16839	45	13	30	12694	11	11	6	7	9745	32	3398	0	524	98.88	148	1	0	0	0	0	49	49	0	0	0	0	11	11	0	0	0
ERR732264	VICUNA.80	854786	848936	829599	13417	8	12841	7	3	576	16779	16116	17	17	1	12684	11	10	4	576	663	0	2483	0	663	98.9	131	1	0	0	0	0	49	48	0	0	1	1	11	11	0	0	0
ERR732264	VICUNA.90	854786	848894	843283	13417	8	13274	8	3	143	18371	17732	21	21	1	13259	11	11	4	143	639	0	3671	0	639	98.86	137	1	0	0	0	0	49	49	0	0	0	0	11	11	0	0	0
ERR732363	IVA	773282	677663	760033	13378	8	13374	8	8	2	34495	13374	40	8	2	13528	12	12	10	4	21121	32	0	0	154	98.55	194	0	0	0	0	0	43	43	0	0	0	0	12	12	0	0	0
ERR732363	IVA.c5r2	773282	677642	759128	13378	8	13374	8	8	2	35091	13374	37	8	2	13528	12	12	10	4	21717	29	0	0	154	98.56	193	0	0	0	0	0	43	43	0	0	0	0	12	12	0	0	0
ERR732363	PRICE	773282	677688	758009	13378	8	13283	8	2	93	52007	26808	81	55	62	14883	12	12	2	95	25541	28	12702	0	12406	98.46	197	1	0	0	0	0	43	43	0	0	0	0	12	12	0	0	0
ERR732363	Inchworm	773282	677642	768922	13378	8	13375	8	0	1	465315	33508	5250	119	62	13658	12	12	0	3	444924	5234	6968	0	694	98.55	193	0	0	0	0	0	43	43	0	0	0	0	12	12	0	0	0
ERR732363	Trinity	773282	677642	755885	13378	8	13375	8	6	1	70123	15762	96	11	27	13273	12	12	7	3	54361	85	2362	0	553	98.56	193	0	0	0	0	0	43	42	1	0	1	0	12	11	1	1	0
ERR732363	VICUNA.80	773282	677683	756316	13378	8	12897	7	2	479	48334	16158	77	21	37	11367	12	10	3	481	32176	56	2625	0	556	98.52	175	0	0	0	0	0	43	41	0	4	3	2	12	11	0	0	1
